# ell C_ell
1.362500e+04 3.356203e+00
1.362600e+04 3.356402e+00
1.362700e+04 3.356601e+00
1.362800e+04 3.356800e+00
1.362900e+04 3.356999e+00
1.363000e+04 3.357197e+00
1.363100e+04 3.357396e+00
1.363200e+04 3.357595e+00
1.363300e+04 3.357794e+00
1.363400e+04 3.357993e+00
1.363500e+04 3.358192e+00
1.363600e+04 3.358391e+00
1.363700e+04 3.358590e+00
1.363800e+04 3.358789e+00
1.363900e+04 3.358987e+00
1.364000e+04 3.359186e+00
1.364100e+04 3.359385e+00
1.364200e+04 3.359584e+00
1.364300e+04 3.359783e+00
1.364400e+04 3.359982e+00
1.364500e+04 3.360181e+00
1.364600e+04 3.360380e+00
1.364700e+04 3.360579e+00
1.364800e+04 3.360777e+00
1.364900e+04 3.360976e+00
1.365000e+04 3.361175e+00
1.365100e+04 3.361374e+00
1.365200e+04 3.361573e+00
1.365300e+04 3.361772e+00
1.365400e+04 3.361971e+00
1.365500e+04 3.362170e+00
1.365600e+04 3.362368e+00
1.365700e+04 3.362567e+00
1.365800e+04 3.362766e+00
1.365900e+04 3.362965e+00
1.366000e+04 3.363164e+00
1.366100e+04 3.363363e+00
1.366200e+04 3.363562e+00
1.366300e+04 3.363761e+00
1.366400e+04 3.363960e+00
1.366500e+04 3.364158e+00
1.366600e+04 3.364357e+00
1.366700e+04 3.364556e+00
1.366800e+04 3.364755e+00
1.366900e+04 3.364954e+00
1.367000e+04 3.365153e+00
1.367100e+04 3.365352e+00
1.367200e+04 3.365551e+00
1.367300e+04 3.365750e+00
1.367400e+04 3.365948e+00
1.367500e+04 3.366147e+00
1.367600e+04 3.366346e+00
1.367700e+04 3.366545e+00
1.367800e+04 3.366744e+00
1.367900e+04 3.366943e+00
1.368000e+04 3.367142e+00
1.368100e+04 3.367341e+00
1.368200e+04 3.367540e+00
1.368300e+04 3.367738e+00
1.368400e+04 3.367937e+00
1.368500e+04 3.368136e+00
1.368600e+04 3.368335e+00
1.368700e+04 3.368534e+00
1.368800e+04 3.368733e+00
1.368900e+04 3.368932e+00
1.369000e+04 3.369131e+00
1.369100e+04 3.369330e+00
1.369200e+04 3.369528e+00
1.369300e+04 3.369727e+00
1.369400e+04 3.369926e+00
1.369500e+04 3.370125e+00
1.369600e+04 3.370324e+00
1.369700e+04 3.370523e+00
1.369800e+04 3.370722e+00
1.369900e+04 3.370921e+00
1.370000e+04 3.371120e+00
1.370100e+04 3.371318e+00
1.370200e+04 3.371517e+00
1.370300e+04 3.371716e+00
1.370400e+04 3.371915e+00
1.370500e+04 3.372114e+00
1.370600e+04 3.372313e+00
1.370700e+04 3.372512e+00
1.370800e+04 3.372711e+00
1.370900e+04 3.372910e+00
1.371000e+04 3.373108e+00
1.371100e+04 3.373307e+00
1.371200e+04 3.373506e+00
1.371300e+04 3.373705e+00
1.371400e+04 3.373904e+00
1.371500e+04 3.374103e+00
1.371600e+04 3.374302e+00
1.371700e+04 3.374501e+00
1.371800e+04 3.374700e+00
1.371900e+04 3.374898e+00
1.372000e+04 3.375097e+00
1.372100e+04 3.375296e+00
1.372200e+04 3.375495e+00
1.372300e+04 3.375694e+00
1.372400e+04 3.375893e+00
1.372500e+04 3.376092e+00
1.372600e+04 3.376291e+00
