# ell C_ell
1.075600e+04 3.389300e+00
1.075700e+04 3.389010e+00
1.075800e+04 3.388720e+00
1.075900e+04 3.388430e+00
1.076000e+04 3.388140e+00
1.076100e+04 3.387850e+00
1.076200e+04 3.387560e+00
1.076300e+04 3.387270e+00
1.076400e+04 3.386980e+00
1.076500e+04 3.386690e+00
1.076600e+04 3.386400e+00
1.076700e+04 3.386110e+00
1.076800e+04 3.385820e+00
1.076900e+04 3.385530e+00
1.077000e+04 3.385240e+00
1.077100e+04 3.384950e+00
1.077200e+04 3.384660e+00
1.077300e+04 3.384370e+00
1.077400e+04 3.384080e+00
1.077500e+04 3.383790e+00
1.077600e+04 3.383500e+00
1.077700e+04 3.383210e+00
1.077800e+04 3.382920e+00
1.077900e+04 3.382630e+00
1.078000e+04 3.382340e+00
1.078100e+04 3.382050e+00
1.078200e+04 3.381760e+00
1.078300e+04 3.381470e+00
1.078400e+04 3.381180e+00
1.078500e+04 3.380890e+00
1.078600e+04 3.380600e+00
1.078700e+04 3.380310e+00
1.078800e+04 3.380020e+00
1.078900e+04 3.379730e+00
1.079000e+04 3.379440e+00
1.079100e+04 3.379150e+00
1.079200e+04 3.378860e+00
1.079300e+04 3.378570e+00
1.079400e+04 3.378280e+00
1.079500e+04 3.377990e+00
1.079600e+04 3.377700e+00
1.079700e+04 3.377410e+00
1.079800e+04 3.377120e+00
1.079900e+04 3.376830e+00
1.080000e+04 3.376540e+00
1.080100e+04 3.376250e+00
1.080200e+04 3.375960e+00
1.080300e+04 3.375670e+00
1.080400e+04 3.375380e+00
1.080500e+04 3.375090e+00
1.080600e+04 3.374800e+00
1.080700e+04 3.374510e+00
1.080800e+04 3.374220e+00
1.080900e+04 3.373930e+00
1.081000e+04 3.373640e+00
1.081100e+04 3.373350e+00
1.081200e+04 3.373060e+00
1.081300e+04 3.372770e+00
1.081400e+04 3.372480e+00
1.081500e+04 3.372190e+00
1.081600e+04 3.371900e+00
1.081700e+04 3.371610e+00
1.081800e+04 3.371320e+00
1.081900e+04 3.371030e+00
1.082000e+04 3.370740e+00
1.082100e+04 3.370450e+00
1.082200e+04 3.370160e+00
1.082300e+04 3.369870e+00
1.082400e+04 3.369580e+00
1.082500e+04 3.369290e+00
1.082600e+04 3.369000e+00
1.082700e+04 3.368710e+00
1.082800e+04 3.368420e+00
1.082900e+04 3.368130e+00
1.083000e+04 3.367840e+00
1.083100e+04 3.367550e+00
1.083200e+04 3.367260e+00
1.083300e+04 3.366970e+00
1.083400e+04 3.366680e+00
1.083500e+04 3.366390e+00
1.083600e+04 3.366100e+00
1.083700e+04 3.365810e+00
1.083800e+04 3.365520e+00
1.083900e+04 3.365230e+00
1.084000e+04 3.364940e+00
1.084100e+04 3.364650e+00
1.084200e+04 3.364360e+00
